,boardgame_avgrating,boardgame_geekrating,boardgame_listprice,boardgame_voters,boardgame_year,boardgame_rank
1335,5.75,5.528,,172,2005,10936
1336,6.63,5.528,,47,2014,10937
1337,6.07,5.528,,69,2006,10938
1338,6.58,5.528,,39,2014,10939
1339,5.79,5.528,,144,2001,10940
1340,6.26,5.528,,52,1975,10941
1341,5.98,5.528,,98,2017,10942
1342,6.37,5.528,,49,2008,10943
1343,6.1,5.528,,72,2006,10944
1344,6.77,5.528,,32,2018,10945
1345,6.62,5.528,,34,1994,10946
1346,7.17,5.528,,35,2017,10947
1347,6.32,5.528,,43,2015,10948
1348,6.23,5.528,,54,2018,10949
1349,8.14,5.528,,33,2013,10950
1350,5.75,5.528,,139,2010,10951
1351,5.93,5.528,,82,1998,10952
1352,6.01,5.528,,70,2014,10953
1353,7.51,5.528,,31,2014,10954
1354,5.82,5.528,,166,1978,10955
1355,5.72,5.528,,196,2013,10956
1356,6.85,5.528,,32,2017,10957
1357,5.82,5.528,,130,1999,10958
1358,6.87,5.528,,32,2018,10959
1359,6.24,5.528,,60,1986,10960
1360,5.72,5.528,,238,2003,10961
1361,6.66,5.528,,30,2010,10962
1362,6.41,5.528,,38,2018,10963
1363,6.64,5.528,,34,2014,10964
1364,5.88,5.528,,96,2009,10965
1365,5.84,5.528,,141,1993,10966
1366,7.38,5.528,,33,2016,10967
1367,6.38,5.528,,42,2005,10968
1368,6.21,5.528,,68,2000,10969
1369,6.81,5.528,,34,2007,10970
1370,6.08,5.528,,60,2012,10971
1371,6.64,5.528,,33,2011,10972
1372,6.39,5.528,,48,2018,10973
1373,5.91,5.528,,88,1988,10974
1374,6.24,5.528,,47,2013,10975
1375,6.82,5.528,,40,2017,10976
1376,6.35,5.528,,53,2018,10977
1377,6.12,5.528,,56,2017,10978
1378,5.94,5.528,,117,1987,10979
1379,6.42,5.528,,46,1968,10980
1380,5.86,5.528,,100,2011,10981
1381,6.3,5.528,,62,2015,10982
1382,6.14,5.528,,61,2017,10983
1383,9.26,5.528,,47,2017,10984
1384,6.9,5.528,,34,2005,10985
1385,6.57,5.528,,36,2011,10986
1386,5.94,5.528,,91,2002,10987
1387,7.55,5.528,,36,2017,10988
1388,5.71,5.528,,174,2008,10989
1389,6.14,5.528,,58,2014,10990
1390,6.13,5.528,,63,1980,10991
1391,6.29,5.528,,53,2012,10992
1392,6.56,5.528,,40,1970,10993
1393,6.22,5.528,,54,1972,10994
1394,6.13,5.528,39.95,83,2016,10995
1395,6.07,5.528,,64,2005,10996
1396,6.12,5.528,,77,2014,10997
1397,5.87,5.528,,115,2016,10998
1398,6.67,5.528,,32,2014,10999
1399,6.1,5.528,,65,2005,11000
1400,6.37,5.528,,45,2018,11001
1401,6.01,5.528,,92,2008,11002
1402,6.48,5.528,,46,2015,11003
1403,6.07,5.528,,60,2004,11004
1404,6.21,5.528,,46,2012,11005
1405,6.41,5.528,,50,1986,11006
1406,6.77,5.528,,34,2015,11007
1407,5.76,5.528,,203,1940,11008
1408,6.47,5.528,,55,2017,11009
1409,6.3,5.528,,58,2017,11010
1410,6.15,5.528,,74,1981,11011
